a,b,c,d,gain,pm,ugf
1.12e-05,0.0003889991,3.2e-06,4.69e-05,19.7312926,94.79809597,15.05268272
1.12e-05,0.0003889991,3.2e-06,5.12e-05,20.88759195,95.85568666,16.73310905
1.12e-05,0.0003889991,3.2e-06,5.55e-05,22.00019309,96.98806159,19.11722484
1.12e-05,0.0003889991,3.2e-06,5.97e-05,23.085352,97.99823204,21.239853309999997
1.12e-05,0.0003889991,3.2e-06,6.4e-05,24.15422605,98.91224882,23.14408889
1.12e-05,0.0003889991,3.2e-06,6.83e-05,25.21639253,99.45266208,26.04220311
1.12e-05,0.0003889991,3.2e-06,7.25e-05,26.28211835,99.51380845,29.71930873
1.12e-05,0.0003889991,3.2e-06,7.68e-05,27.37552027,99.31975207,33.11512134
1.12e-05,0.0003889991,3.2e-06,8.11e-05,28.49491027,98.91070001,36.235975100000005
1.12e-05,0.0003889991,3.2e-06,8.53e-05,29.66017007,96.91240408,41.99434987
1.12e-05,0.0003889991,3.2e-06,8.96e-05,30.88815395,94.47301316,47.31565747
1.12e-05,0.0003889991,3.466667e-06,3.84e-05,8.852613497,87.57640245,4.2985767379999995
1.12e-05,0.0003889991,3.466667e-06,4.27e-05,9.941276275,85.1921232,4.813960527
1.12e-05,0.0003889991,3.466667e-06,4.69e-05,10.92563661,84.045465,5.445145962000001
1.12e-05,0.0003889991,3.466667e-06,5.12e-05,11.82568473,83.01597135,5.9612305779999994
1.12e-05,0.0003889991,3.466667e-06,5.55e-05,12.65653628,82.0709095,6.393476627
1.12e-05,0.0003889991,3.466667e-06,5.97e-05,13.42830987,81.19801809,6.761648604
1.12e-05,0.0003889991,3.466667e-06,6.4e-05,14.15234143,80.7534666,7.26765804
1.12e-05,0.0003889991,3.466667e-06,6.83e-05,14.83310253,80.66561471,7.867226151
1.12e-05,0.0003889991,3.466667e-06,7.25e-05,15.47710102,80.57466439,8.397828550000002
1.12e-05,0.0003889991,3.466667e-06,7.68e-05,16.0889544,80.47976741,8.871926832
1.12e-05,0.0003889991,3.466667e-06,8.11e-05,16.67251761,80.38105193,9.298941568
1.12e-05,0.0003889991,3.466667e-06,8.53e-05,17.2310332,80.27920785,9.68615685
1.12e-05,0.0003889991,3.466667e-06,8.96e-05,17.76725693,80.17519421,10.03932234
1.12e-05,0.0003889991,3.733333e-06,3.84e-05,8.15475682,92.38697392,4.0984565559999995
1.12e-05,0.0003889991,3.733333e-06,4.27e-05,9.243567312,89.32509429,4.527352832999999
1.12e-05,0.0003889991,3.733333e-06,4.69e-05,10.22857784,87.9256497,5.165274013
1.12e-05,0.0003889991,3.733333e-06,5.12e-05,11.12957368,86.82149608,5.721507338
1.12e-05,0.0003889991,3.733333e-06,5.55e-05,11.96132423,85.79871707,6.186475671
